deployment_waterbody,location_description,lease,status,deployment,retrieval,duration,logger_latitude,logger_longitude,logger_model,serial,sensor_depth,sounding,datum,mount_type,acoustic_release,surface_buoy,deployment_attendant,retrieval_attendant,comments,deployment_waypoint,retrieval_waypoint,retrieval_latitude,retrieval_longitude,sensor_voltage_deployed,sensor_voltage_retrieved,vessel_sounder_offset_transponder_depth,verified_measurement_below_origin_first_sensor_under_float,tide_correction,rising_or_falling,height_of_vr_2_ar_base_off_bottom,time_of_deployment,photos_taken,anchor_type,float_type,distance_from_top_of_float_to_origin_first_sensor,deployment_time,retrieval_time,dist_to_shore,substrate,deployment_notes,retrieval_notes,configuration,mooring_type,data_processor_notes,data_handler_notes,lease_maybe,latitude_maybe,longitude_maybe,depth_maybe,depth_of_water_m,15,secondary_float_type,distance_from_top_of_float_to_origin_first_sensor_1
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO_Pro_V2,10755213,5,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO_Pro_V2,10034850,10,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO_Pro_V2,10755251,15,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-22,2018-12-10,232,44.54357,-64.17342,aquaMeasure_DOT,670368,2,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,Only recorded from October xx to December 10?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-22,2018-12-10,232,44.54357,-64.17342,aquaMeasure_DOT,670369,5,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,Only recorded from October xx to December 10?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-22,2018-12-10,232,44.54357,-64.17342,aquaMeasure_DOT,670372,20,27,NA,NA,NA,NA,Duncan Bates,Duncan Bates,Only recorded from October xx to December 10?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Retrieved,2020-11-19,2021-08-27,281,44.838781,-62.471151,HOBO Pro V2,20804688,1,3,WGS84,Surface Buoy,N,Y,"Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger",Lease # updated from 1323 based on coordinates and NSDFA tracking sheet,NA,NA,NA,NA,3.51,NA,NA,NA,1.9,+,NA,1899-12-31 10:20:00,Y,2 large steel chains + heavy anchor,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Retrieved,2020-11-19,2021-08-27,281,44.838781,-62.471151,aquaMeasure DOT,675008,2,3,WGS84,Surface Buoy,N,Y,"Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger",Lease # updated from 1323 based on coordinates and NSDFA tracking sheet,NA,NA,NA,NA,1.66,NA,NA,NA,1.9,+,NA,1899-12-31 10:20:00,Y,2 large steel chains + heavy anchor,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Retrieved,2021-08-27,2022-09-14,NA,44.838832,-62.471045,HOBO Pro V2,10817409,0.5,1.3,WGS84,Surface Buoy,N,Y,"Michelle Plamondon, Betty Roethlisberger",NA,DD: changed lease numner to match lat/long and the nsdfa tracking sheet,NA,NA,NA,NA,3.48,NA,NA,NA,1.6,Falling,NA,13.41,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depth,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Retrieved,2021-08-27,2022-09-14,NA,44.838832,-62.471045,aquaMeasure DOT,670294,2,1.3,WGS84,Surface Buoy,N,Y,"Michelle Plamondon, Betty Roethlisberger",NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,1.6,Falling,NA,13.41,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,retrieved,2022-09-13,2023-11-14,427,44.838832,-62.471045,HOBO Pro V2,21082884,0.5,1.3,WGS84,NA,N,Y,"Michelle Plamondon, Betty Roethlisberger",Michelle,Lease # updated from 1323 to reflect coordinates and match NSDFA tracking sheet,NA,NA,NA,NA,NA,3.51,NA,NA,NA,NA,NA,1899-12-31 12:34:00,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,retrieved,2022-09-13,2023-11-14,427,44.838832,-62.471045,aquaMeasure DOT,670376,2,1.3,WGS84,NA,N,Y,"Michelle Plamondon, Betty Roethlisberger",Michelle,Lease # updated from 1323 to reflect coordinates and match NSDFA tracking sheet,NA,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,1899-12-31 12:34:00,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Deployed,2023-11-14,NA,NA,44.838914,-62.471059,HOBO Pro V2,21414905,0.5,1.3,WGS84,Surface Buoy,N,NA,Michelle,NA,Original log had station name and waterbody swapped. Updated station name from 1323 to match NSDFA tracking and coordinates. Updated 2024-04-17,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,1899-12-31 15:48:00,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sober Island Pond,Sober Island,1348,Deployed,2023-11-14,NA,NA,44.838914,-62.471059,aquaMeasure DOT,670378,2,1.3,WGS84,Surface Buoy,N,NA,Michelle,NA,Original log had station name and waterbody swapped. Updated station name from 1323 to match NSDFA tracking and coordinates. Updated 2024-04-17,NA,NA,NA,NA,1.65,NA,NA,NA,NA,NA,NA,1899-12-31 15:48:00,Y,2 big chains plus an anchor,Viny,NA,NA,NA,NA,NA,NA,NA,surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-06-03,2021-06-24,21,45.6598,-61.904158,HOBO Pro V2,20291487,1.5,2.4,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger",NA,"Deployed HOBO on June 3rd,  attached DOT and vr2 on June 24. Treating these as separate deployments. 2021-11-17: DD changed retrieval data to 2021-06-25 so deployment data will not be repeated in assembled data. Will trim to June 24; 2021-12-21: DD changed retrieval date to June 24 to match NSDFA tracking and data obs",NA,NA,NA,NA,3.48,NA,NA,NA,1.1,Rising,NA,1899-12-31 13:50:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-06-24,2021-10-20,118,45.6598,-61.904107,HOBO Pro V2,20291487,1,2.4,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger",NA,"Deployed HOBO on June 3rd,  attached DOT and vr2 on June 24. Treating these as separate deployments. October 20, 2021 20291487 swapped for 21152417",NA,NA,NA,NA,3.48,NA,NA,NA,1.1,Rising,NA,1899-12-31 13:50:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-06-24,2021-10-20,118,45.6598,-61.904107,aquaMeasure DOT,670381,1.5,2,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger",NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,0.2,Low,0.7,1899-12-31 17:13:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-06-24,2021-10-20,118,45.6598,-61.904107,VR2AR,547089,1.5,2,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger",NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,0.2,Low,0.7,1899-12-31 17:13:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-10-20,2022-05-25,217,45.6598,-61.904107,HOBO Pro V2,21152417,1,2,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Danny Rowe, Betty and Esha","October 20, 2021 20291487 swapped for 21152417 and string was shortened.",NA,NA,NA,NA,3.48,NA,NA,NA,0.8,Mid,0.7,1899-12-31 13:44:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-10-20,2022-05-25,217,45.6598,-61.904107,aquaMeasure DOT,670381,1.5,2,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Danny Rowe, Betty and Esha",NA,NA,NA,NA,NA,1.6,NA,NA,NA,0.8,Mid,0.7,1899-12-31 13:44:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2021-10-20,2022-05-25,217,45.6598,-61.904107,VR2AR,547089,1.5,2,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Brett Savoury, Betty Roethlisberger","Danny Rowe, Betty and Esha",NA,NA,NA,NA,NA,3.33,NA,NA,NA,0.8,Mid,0.7,1899-12-31 13:44:00,Y,Chain,Viny,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,retrieved,2022-05-25,2022-10-20,148,45.659712,-61.904357,HOBO Pro V2,21082887,1,2,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Betty and Esha","Michelle, Betty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,rising,0.7,1899-12-31 12:01:00,Y,Single H beam,Vinyl,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,retrieved,2022-05-25,2022-10-20,148,45.659712,-61.904357,aquaMeasure DOT,671009,1.5,2,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Betty and Esha","Michelle, Betty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,rising,0.7,1899-12-31 12:01:00,Y,Single H beam,Vinyl,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,retrieved,2022-05-25,2022-10-20,148,45.659712,-61.904357,VR2AR,550757,1.5,2,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Betty and Esha","Michelle, Betty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,rising,0.7,1899-12-31 12:01:00,Y,Single H beam,Vinyl,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2022-10-20,2023-06-26,249,45.659712,-61.904357,HOBO Pro V2,20308039,1,2,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Betty, Michelle",NA,NA,NA,NA,NA,3.54,NA,NA,NA,0.6,falling,0.65,1899-12-31 10:42:00,Y,Single steel bar,1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,NA,fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2022-10-20,2023-06-26,249,45.659712,-61.904357,aquaMeasure DOT,671135,1.5,2,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Betty, Michelle",NA,NA,NA,NA,NA,1.616,NA,NA,NA,0.6,falling,0.65,1899-12-31 10:42:00,Y,Single steel bar,1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,NA,fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2022-10-20,2023-06-26,249,45.659712,-61.904357,VR2AR,548039,1.5,2,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Betty, Michelle",NA,NA,NA,NA,NA,3.34,NA,NA,NA,0.6,falling,0.65,1899-12-31 10:42:00,Y,Single steel bar,1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,NA,fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2023-06-26,2023-11-01,128,45.659717,-61.904333,HOBO Pro V2,21434534,1,NA,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Michelle, Brett","Updated coordinates from (45.564957, -62.647093) based on navionics track for deployment",NA,NA,NA,NA,3.43,NA,NA,NA,NA,NA,0.65,1899-12-31 17:22:00,Y,"4, rotors",1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2023-06-26,2023-11-01,128,45.659717,-61.904333,aquaMeasure DOT,671009,1.5,NA,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Michelle, Brett","Updated coordinates from (45.564957, -62.647093) based on navionics track for deployment",NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,0.65,1899-12-31 17:22:00,Y,"4, rotors",1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,Retrieved,2023-06-26,2023-11-01,128,45.659717,-61.904333,VR2AR,547090,1.5,NA,WGS84,Subsurface Buoy,Y,N,"Betty, Michelle","Michelle, Brett","Updated coordinates from (45.564957, -62.647093) based on navionics track for deployment",NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,0.65,1899-12-31 17:22:00,Y,"4, rotors",1 small vinyl buoy,1,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,deployed,2023-11-01,NA,NA,45.659843,-61.904421,HOBO Pro V2,20495253,1,NA,WGS84,Subsurface Buoy,Y,NA,"Michelle, Brett",NA,NA,NA,NA,NA,NA,3.57,NA,NA,NA,NA,NA,0.7,1899-12-31 12:30:00,y,4 rotors,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,deployed,2023-11-01,NA,NA,45.659843,-61.904421,aquaMeasure DOT,670350,1.5,NA,WGS84,Subsurface Buoy,Y,NA,"Michelle, Brett",NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,0.7,1899-12-31 12:30:00,y,4 rotors,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonish Harbour,Southside,NA,deployed,2023-11-01,NA,NA,45.659843,-61.904421,VR2AR,547089,1.5,NA,WGS84,Subsurface Buoy,Y,NA,"Michelle, Brett",NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,0.7,1899-12-31 12:30:00,y,4 rotors,NA,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2019-10-19,2020-10-27,374,44.81787,-62.61886,HOBO Pro V2,10817504,2,14.37,WGS84,Sub Surface Buoy,Y,N,"M. Hatcher, S. Hatcher","Timothy Dada, Michelle Plamondon, Karen Campbell",changed log interval from 1h to 15min,182,NA,NA,NA,NA,3.43,0.3,0,0.65,-,1.7,1899-12-31 20:33:17,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2019-10-19,2020-10-27,374,44.81787,-62.61886,aquaMeasure DOT,670362,5,14.37,WGS84,Sub-Surface Buoy,Y,N,"M. Hatcher, S. Hatcher","Timothy Dada, Michelle Plamondon, Karen Campbell",change batt. New firmware (2.0.19),182,NA,NA,NA,1.65,1.31,0.3,2.87,0.65,-,1.7,1899-12-31 20:33:17,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2019-10-19,2020-10-27,374,44.81787,-62.61886,HOBO Pro V2,20291441,10,14.37,WGS84,Sub Surface Buoy,Y,N,"M. Hatcher, S. Hatcher","Timothy Dada, Michelle Plamondon, Karen Campbell",NA,182,NA,NA,NA,NA,3.46,0.3,7.82,0.65,-,1.7,1899-12-31 20:33:17,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2019-10-19,2020-10-27,374,44.81787,-62.61886,VR2AR,547113,15,14.37,WGS84,Sub-Surface Buoy,Y,N,"M. Hatcher, S. Hatcher","Timothy Dada, Michelle Plamondon, Karen Campbell",change batt,182,NA,NA,NA,3.5,NA,0.3,10.32,0.65,-,1.7,1899-12-31 20:33:17,yes,three chains,viny,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2020-10-27,2021-08-09,286,44.8178334581152,-62.618995746656,HOBO Pro V2,10817504,2,14.5,WGS84,NA,Y,N,"Mark Decker, Timothy Dada, Michelle Plamondon,Karen Campbell",NA,"Sensors offloaded, replaced batteries and redeployed",NA,NA,NA,NA,3.43,NA,0.3,NA,NA,NA,NA,4:18:00 PM,NA,Two chains 160lbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2020-10-27,2021-08-09,286,44.8178334581152,-62.618995746656,aquaMeasure DOT,670362,5,14.5,WGS84,NA,Y,N,"Mark Decker, Timothy Dada, Michelle Plamondon,Karen Campbell",NA,"Sensors offloaded, replaced batteries and redeployed",NA,NA,NA,NA,1.66,NA,0.3,NA,NA,NA,NA,4:18:00 PM,NA,Two chains 160lbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2020-10-27,2021-08-09,286,44.8178334581152,-62.618995746656,HOBO Pro V2,20291441,10,14.5,WGS84,NA,Y,N,"Mark Decker, Timothy Dada, Michelle Plamondon,Karen Campbell",NA,"Sensors offloaded, replaced batteries and redeployed",NA,NA,NA,NA,3.46,NA,0.3,NA,NA,NA,NA,4:18:00 PM,NA,Two chains 160lbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2020-10-27,2021-08-09,286,44.8178334581152,-62.618995746656,VR2AR,547113,12,14.5,WGS84,NA,Y,N,"Mark Decker, Timothy Dada, Michelle Plamondon,Karen Campbell",NA,"Sensors offloaded, replaced batteries and redeployed",NA,NA,NA,NA,3.5,NA,0.3,NA,NA,NA,NA,4:18:00 PM,NA,Two chains 160lbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2021-08-09,2022-08-16,372,44.817926,-62.61883,HOBO_Pro_V2,10817399,2,15.2,WGS84,Sub-surface float,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jamie Warford","Betty, Danny, Esha",Replaced 10817504,NA,NA,NA,NA,3.51,NA,0.3,NA,0.8,Falling,1.7,1899-12-31 14:22:00,Y,"2, H beams",viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depths,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2021-08-09,2022-08-16,372,44.817926,-62.61883,aquaMeasure_DOT,675016,5,15.2,WGS84,Sub-surface float,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jamie Warford","Betty, Danny, Esha",Replaced 670362,NA,NA,NA,NA,1.6,NA,0.3,NA,0.8,Falling,1.7,1899-12-31 14:22:00,Y,"2, H beams",viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depths,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2021-08-09,2022-08-16,372,44.817926,-62.61883,HOBO_Pro_V2,20291475,10,15.2,WGS84,Sub-surface float,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jamie Warford","Betty, Danny, Esha",Replaced 20291441,NA,NA,NA,NA,3.51,NA,0.3,NA,0.8,Falling,1.7,1899-12-31 14:22:00,Y,"2, H beams",viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depths,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2021-08-09,2022-08-16,372,44.817926,-62.61883,VR2AR,547086,12,15.2,WGS84,Sub-surface float,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jamie Warford","Betty, Danny, Esha",Replaced 547113,NA,NA,NA,NA,3.33,NA,0.3,NA,0.8,Falling,1.7,1899-12-31 14:22:00,Y,"2, H beams",viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depths,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2022-08-16,2023-10-27,437,44.817889,-62.61791,HOBO_Pro_V2,20291485,2,14.9,WGS84,Sub-surface float,Y,N,"Betty, Danny Esha","Michelle, Albert",Replaced 10817399,NA,NA,NA,NA,3.4,NA,0.3,NA,1.7,falling,1.7,1899-12-31 13:53:00,Y,2 big chains,viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2022-08-16,2023-10-27,437,44.817889,-62.61791,aquaMeasure_DOT,671186,5,14.9,WGS84,Sub-surface float,Y,N,"Betty, Danny Esha","Michelle, Albert",replaced 975016,NA,NA,NA,NA,1.64,NA,0.3,NA,1.7,falling,1.7,1899-12-31 13:53:00,Y,2 big chains,viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
